Table 1
Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"We had an unforgettable night at the Georgia Aquarium networking with posit::conf(2025) attendees, immersed in a world of underwater wonders 🪼🦈🐙

⁉️ Did you know the Georgia Aquarium is the only aquarium in the Western Hemisphere to house endangered whale sharks (AND the world's largest aquarium tank)? 

🎉 Huge thank you to AWS Partners for your sponsorship and making this event possible! #posit #conf #aws 

Comment below and share your favorite aquarium shots from last night 📸👇",https://www.linkedin.com/feed/update/urn:li:activity:7374465085471375360,Organic,,Isabel Hosley,09/18/2025,,,All followers,4773,,,878,0.183951392769814,117,0,8,,0.210140377283096,
"Discover how to bridge the gap between powerful open-source tools and enterprise-grade requirements. This guide shows you a 5-step process to build and deploy a secure, interactive LLM application using the Posit Team Native App in Snowflake.

Learn how to boost data science productivity with a managed, out-of-the-box environment.  https://lnkd.in/g9gh4mcd 

#DataScience #LLM #Snowflake #PositConnect #EnterpriseAI",https://www.linkedin.com/feed/update/urn:li:activity:7374181754577813504,Organic,,Marissa Pierce,09/17/2025,,,All followers,3645,,,73,0.0200274344533682,34,3,7,,0.0320987664163113,
"📣 HUGE ANNOUNCEMENT! Drum roll please 🥁🥁🥁🥁🥁🥁🥁

Introducing Positron, a free code editor built specifically for data science.

Explore data interactively: The built-in data explorer lets you open, view, sort, and filter data frames without writing any code, so you can understand your data faster.

Never lose a plot: The plot history pane allows you to browse, resize, and export your past data visualizations easily.

Run code your way: Execute code line-by-line in a dedicated console or work cell-by-cell in a notebook, all within a single workspace.

Learn more about what you can do with Positron: https://lnkd.in/eCB_YPNS",https://www.linkedin.com/feed/update/urn:li:activity:7374119189432909824,Organic,,Isabel Hosley,09/17/2025,,,All followers,52128,,,3442,0.0660297721624374,775,14,62,,0.0823549702763557,
"We’re live in Atlanta — the first day of posit::conf(2025) keynotes, talks, and breakout sessions is here!

The energy is high, the sessions are packed, and the community is in full force.

What’s happening today:

🎤 Keynotes followed by breakout sessions on topics like Data Visualization in R, Responsible AI workﬂows, and Building Scalable Python Pipelines
🪶 Birds of a Feather meetups — connect with peers who share your interests
💡 The Lounge — chat with Posit product experts, connect with sponsors & catch live demos
🏆 Conf::Contest kicks off
🐠 Evening event at the Georgia Aquarium — an unforgettable night with food, drinks & marine life
📷 Hex wall photos with Kari Du

Tag your first-day feels → #positconf2025

#WeGoLive #ReadySetData #AtlantaConfVibes #rstats #python",https://www.linkedin.com/feed/update/urn:li:activity:7374082342568525824,Organic,,Isabella Velásquez,09/17/2025,,,All followers,6254,,,1324,0.211704507470131,149,0,3,,0.236008957028389,
"🎉 We are thrilled to announce Positron, a free, next-generation data science IDE that makes it easy to work in both R and Python.

Over the next few months, we will be hosting a Workflow Demo Series to cover everything you'll need to know as you explore firsthand the immediacy of a console, with the power to build, debug, and productionize code.

📆 First session: Getting Started with Positron: Quick Tour and Community Q&A on September 24th! Register here - https://lnkd.in/dSz8Tk_4",https://www.linkedin.com/feed/update/urn:li:activity:7373762653149773824,Organic,,Isabel Hosley,09/16/2025,,,All followers,8575,,,305,0.0355685129761696,129,4,8,,0.0520116612315178,
"posit::conf(2025) starts now! Whether you’re joining us in Atlanta, from your desk or a local coffee shop, today is all about tuning in, leveling up, and connecting with the community.

 👩",https://www.linkedin.com/feed/update/urn:li:activity:7373698429346119680,Organic,,Isabella Velásquez,09/16/2025,,,All followers,4721,,,156,0.033043846487999,102,4,13,,0.0582503713667393,
"🚨 The wait is OVER(ish).
posit::conf(2025) kicks off TOMORROW, and we are fully in launch mode.

You’ve got this.

🎒 Pack the essentials.
📲 Download the app.
📍 Check the schedule.

🎉 Then get ready for three days of brilliance, breakthroughs, and Birds of a Feather energy.
Whether you’re flying to ATL or logging in from home, the countdown is officially ON.

Let’s make it unforgettable. 💥

👉 posit.co/conference

#PositConf2025",https://www.linkedin.com/feed/update/urn:li:activity:7373417277213519872,Organic,,Isabella Velásquez,09/15/2025,,,All followers,2865,,,62,0.0216404888778925,37,0,7,,0.0369982533156872,
"Announcing the Posit 2025.09.0 “Cucumberleaf Sunflower” Release

We're pleased to announce the latest release of Posit Workbench, Positron, and RStudio, code-named ""Cucumberleaf Sunflower.""

✨ Positron is now Generally Available ✨

Positron, our next-generation data science IDE, is now generally available on both desktop and as a supported IDE within Posit Workbench. For users of RStudio, rest assured: RStudio is not going away. It will continue to be maintained and updated with its 14+ years of R-focused optimizations.

For Workbench administrators, this update sets new default configurations that enable Positron Pro sessions by default, ensuring a stable, non-disruptive upgrade process while preserving your existing customizations.

This release also enhances RStudio with new integrations and features with Quarto 1.7 support and package security insights. Posit Workbench gets a major update with new features focused on administration and project management, with Prometheus metrics generally available, an optional internal Audit Database, and numerous quality-of-life improvements and accessibility fixes.

You can find a complete list of updates in the official release notes.

Learn more about the Posit 2025.09.0 “Cucumberleaf Sunflower” release and download the latest versions today: https://lnkd.in/e8PDUTNb",https://www.linkedin.com/feed/update/urn:li:activity:7373347075150815232,Organic,,Isabel Hosley,09/15/2025,,,All followers,14970,,,773,0.0516366064548492,176,4,12,,0.0644622594118118,
"🎉 Big news! 🎉 

Posit and AWS Partners have signed a Strategic Collaboration Agreement (SCA). 

This new collaboration will help customers modernize their data infrastructure and accelerate their data science journey on the cloud. We're excited to deepen our integrations with AWS services to make it easier for teams to build, run, and leverage critical data science outcomes.

Learn more now! https://lnkd.in/gZk7E4XP

#Posit #AWSPartner #DataAnalytics #CloudServices",https://www.linkedin.com/feed/update/urn:li:activity:7372326061247963137,Organic,,Marissa Pierce,09/12/2025,,,All followers,12023,,,340,0.0282791312783957,132,3,11,,0.0404225252568722,
"Announcing Direct Publishing to Connect Cloud from Positron and VS Code!

We are pleased to announce a new feature in the Posit Publisher extension that simplifies the deployment of data science content. This update allows push-button publishing to Connect Cloud directly from Positron and VS Code. 

This update addresses the common challenge of managing deployment workflows across different tools.

• Deploy and maintain your projects from a single, unified environment, allowing you to focus on content creation.
• After the initial login, the tool securely handles API keys and credentials, eliminating manual setup for subsequent deployments.
• Easily update your projects directly from your code editor, streamlining the process of making changes and publishing new versions.

Learn more about this new publishing capability and try it out today! https://lnkd.in/gS6mt74V",https://www.linkedin.com/feed/update/urn:li:activity:7371962683832786944,Organic,,Isabella Velásquez,09/11/2025,,,All followers,8691,3752,,727,0.083649754524231,86,9,9,,0.0956161543726921,Video
"🕹️ Ready to play? Conf::Contest is coming to posit::conf(2025) and it’s got everything we love:

 ✅ hands-on learning
 ✅ community energy
 ✅ and... limited-edition swag you can actually win.

Here’s the deal:

 ➡️ Attend sessions
 ➡️ Complete challenges
 ➡️ Earn points
 ➡️ Redeem them for exclusive gear 
✨ Retro vibes, real rewards, and a leaderboard full of data legends.

Not in ATL? No prob.

💻 Full virtual experience = yours. Catch all of the keynotes, talks, and live demos in real-time, or watch on-demand shortly after the run time. And don’t miss our newly-added virtual only day on Sept 16 with bonus talks, AMA’s, and trivia (with prizes!). 

🔗 Discord: https://lnkd.in/gVrMpU4q
🔗 Info: https://lnkd.in/dtDtdkXa

Are you game?

🎟️ posit.co/conference",https://www.linkedin.com/feed/update/urn:li:activity:7371919471000793088,Organic,,Isabella Velásquez,09/11/2025,,,All followers,2104,,,55,0.0261406842619181,21,1,3,,0.0380228124558926,
"A New Resource for RStudio Users: Transitioning to Positron

Are you an RStudio user curious about the new Positron editor? We've published a helpful resource to guide you through the transition and showcase how Positron can enhance your data science workflow.

While RStudio is a stable and mature IDE, Positron is designed to be a polyglot editor that offers a smooth transition while providing native support for both R and Python.

The migration resources address key differences and provide guidance on how to:

• Handle projects: Positron uses a folder-based workspace model instead of .Rproj files, making it easier to work with multi-language projects.
• Keep your muscle memory: A dedicated guide helps you enable familiar RStudio keybindings to maintain your productivity.
• Leverage new features: Explore how Positron’s separate processes for the IDE and R/Python sessions can prevent crashes and improve stability.

Learn more about transitioning from RStudio and check out Positron for a powerful, modern features for a versatile data science experience! https://lnkd.in/gxQNDz6c",https://www.linkedin.com/feed/update/urn:li:activity:7371550704664178689,Organic,,Isabella Velásquez,09/10/2025,,,All followers,12559,4658,,1282,0.102078191936016,146,2,20,,0.1154550537467,Video
